"","유형","면적.x","면적.y","면적_diff","면적_diffR","발전용량.x","발전용량.y","발전용량_diff","발전용량_diffR","발전량.x","발전량.y","발전량_diff","발전량_diffR","TC.x","TC.y","TC_diff","TC_diffR","avgLCOE.x","avgLCOE.y","avgLCOE_diff","avgLCOE_diffR"
"1","주차장",1.702213,1.4022375,-0.2999755,-17.6226770680285,0.0321718257,0.02650228875,-0.00566953695,-17.6226770680285,0.0386194184410608,0.03179810635911,-0.0068213120819508,-17.6629073075276,15.1709330291954,14.192956313256,-0.977976715939407,-6.44638476788054,0.392831731848799,0.446345960132615,0.0535142282838157,13.6226847133656
"2","물류단지",5.45071694816199,3.15309107776837,-2.29762587039362,-42.152727654816,0.410877003699625,0.237681139333854,-0.173195864365771,-42.152727654816,0.492336083309422,0.285079011672451,-0.20725707163697,-42.0966649943295,92.7435618837443,67.78026779415,-24.9632940895944,-26.9164711625873,0.188374496665639,0.237759586005678,0.0493850893400395,26.2164412986845
"3","공공건축물",5.61873751524655,4.37838182236119,-1.24035569288536,-22.0753450311504,0.423542454468792,0.330043996291404,-0.0934984581773888,-22.0753450311503,0.507664670720404,0.396003717098816,-0.111660953621588,-21.9950215292971,163.425125080161,148.647707152275,-14.7774179278856,-9.04231703701444,0.321915497582788,0.375369474411229,0.0534539768284408,16.6049715623566
"4","육상정수역",56.372992,49.004541,-7.368451,-13.070888626951,1.12745984,0.98009082,-0.14736902,-13.070888626951,1.36580920613688,1.18909855613808,-0.1767106499988,-12.9381650969111,170.305901780606,148.271443038448,-22.0344587421581,-12.9381650969111,0.124692307692308,0.124692307692308,0,0
"5","산업단지",25.2931570752586,21.7593285720386,-3.53382850322005,-13.9714804787133,1.90660727607413,1.6402260126917,-0.266381263382424,-13.9714804787133,2.33322455315853,2.00249434602875,-0.330730207129782,-14.1748125649572,519.810731969529,477.684011448449,-42.12672052108,-8.10424216550215,0.222786414306266,0.238544499461769,0.0157580851555023,7.07318047402994
"6","농지",571.0847779,290.6043939,-280.480384,-49.1136158507649,2.8554238895,1.4530219695,-1.40240192,-49.1136158507649,3.43297824153488,1.77259054578519,-1.66038769574969,-48.3658088962234,613.715288647517,408.448905309887,-205.26638333763,-33.4465161834225,0.178770515123663,0.230424847002081,0.0516543318784181,28.8942121371003
"7","공동주택",44.6573561549083,38.6954523145944,-5.96190384031398,-13.3503287109815,3.36628756631052,2.91687711085117,-0.449410455459352,-13.3503287109815,4.02374265347962,3.49494347227873,-0.528799181200892,-13.1419732010843,1412.57199187439,1331.18904126369,-81.3829506106963,-5.76133118020461,0.351059228564936,0.380890006325551,0.029830777760615,8.49736321775605
"8","전체",710.179950593575,408.997426186762,-301.182524406813,-42.4093251513341,10.1223698557531,7.58444333741813,-2.53792651833494,-25.0724539263155,12.1943748267808,9.17200775536113,-3.02236707141968,-24.7849284145512,2987.74353426514,2596.21433232016,-391.529201944983,-13.1045117311678,245.009980151141,283.058453674185,38.0484735230442,15.5293565999119
