"","소재지도로명주소","설치상세위치구분명","설비용량","설치면적","coef"
"129","경기도 시흥시 경기과기대로 39, 건물위","옥상",99.63,452.289,4.53968684131286
"130","경기도 시흥시 공단3대로 175, 건물위","옥상",99.63,452.289,4.53968684131286
"131","경기도 시흥시 공단3대로 175, 건물위","옥상",87.33,452.289,5.17907935417382
"132","경기도 시흥시 군자로302번길 29, 건물위","옥상",49.39,229.06,4.63778092731322
"133","경기도 시흥시 마유로10번길 81, 건물위","옥상",99.82,443,4.43798837908235
"134","경기도 시흥시 마유로10번길 81, 건물위","옥상",99.82,443,4.43798837908235
"135","경기도 시흥시 공단1대로322번길 71 건물위","옥상",99.83,465,4.65791846138435
"136","경기도 시흥시 공단1대로322번길 71 건물위","옥상",70.785,329.4,4.65352828989193
"137","경기도 시흥시 마유로10번길 73 건물위","옥상",99.96,470,4.70188075230092
"138","경기도 시흥시 마유로10번길 73 건물위","옥상",64.26,302,4.69965764083411
"139","경기도 시흥시 희망공원로 68 가동 건물위","옥상",99,442,4.46464646464646
"140","경기도 시흥시 희망공원로 68 가동 건물위","옥상",99,442,4.46464646464646
"141","경기도 시흥시 희망공원로 68 가동 건물위","옥상",99,442,4.46464646464646
"142","경기도 시흥시 구지정길 7 건물위","옥상",41.3,283.4,6.86198547215496
"143","경기도 시흥시 소망공원로 246 건물위","옥상",24,439.51,18.3129166666667
"144","경기도 시흥시 소망공원로 246 건물위","옥상",92.4,429.95,4.65313852813853
"145","경기도 시흥시 소망공원로 246 건물위","옥상",90,439.51,4.88344444444444
"146","경기도 시흥시 승지로 104, 건물위","옥상",40.2,143.5,3.56965174129353
"147","경기도 시흥시 협력로 90, 가동 건물위","옥상",99.8,449.17,4.50070140280561
"148","경기도 시흥시 공단2대로 35, BC동 건물위","옥상",98.25,466.5,4.74809160305344
"149","경기도 시흥시 소망공원로 189, A동 건물위","옥상",99.96,460,4.60184073629452
"150","경기도 시흥시 협력로 90 건물위","옥상",99.83,449.17,4.4993488931183
"151","경기도 시흥시 목감둘레로 188, D동 건물위","옥상",33,330,10
"152","경기도 시흥시달월길 19-2, A동 건물위","옥상",90.4,424.37,4.69435840707965
"153","경기도 시흥시달월길 32, 건물위","옥상",47,220.56,4.69276595744681
"154","경기도 시흥시희망공원로 226, 108호 건물위","옥상",54,256.28,4.74592592592592
"155","경기도 시흥시희망공원로 226, 106호 건물위","옥상",49.8,236.49,4.74879518072289
"156","경기도 시흥시 공단1대로 173, 101, 102호 건물위","옥상",92.4,443.07,4.79512987012987
"157","경기도 시흥시 공단1대로 173, 102호 건물위","옥상",25.2,119.7,4.75
"158","경기도 시흥시 희망공원로 226, 103호 건물위","옥상",73.2,347.9,4.75273224043716
"159","경기도 시흥시 마유로238번길 75, 104동 건물위","옥상",64.26,299.14,4.6551509492686
"160","경기도 시흥시 군서로54번길 16-1 건물위","옥상",26.8,122.7,4.57835820895522
"161","경기도 시흥시 수인로3380 건물위","옥상",67.83,318.288,4.69243697478992
"162","경기도 시흥시 희망공원로 226, 101호 건물위","옥상",99.96,470.12,4.703081232493
"163","경기도 시흥시 희망공원로 226, 101호 건물위","옥상",12.5,58.76,4.7008
"164","경기도 시흥시 경기과기대로 18 건물위","옥상",98.77,443.22,4.48739495798319
"165","경기도 시흥시 경기과기대로 18 건물위","옥상",49.39,273.7,5.5416076128771
"166","경기도 시흥시 마유로238번길 75, 103동 건물위","옥상",61.2,290.8,4.7516339869281
"167","경기도 시흥시 오이도중앙로5번길 14-8, 건물위","옥상",19.62,91.19,4.64780835881753
"168","경기도 시흥시 공단1대로 173, 104호 건물위","옥상",50.4,237.94,4.72103174603175
"169","경기도 시흥시 공단1대로 173, 103호 건물위","옥상",50.4,237.94,4.72103174603175
"170","경기도 시흥시 공단1대로80번길 118, 가,다동 건물위 및 토지위","옥상",99.6,470.7,4.72590361445783
"171","경기도 시흥시 공단1대로80번길 118, 나,다동 건물위","옥상",49.8,250.2,5.02409638554217
"172","경기도 시흥시 마유로42번길 67, 건물위","옥상",98.4,473.6,4.8130081300813
"173","경기도 시흥시 마유로42번길 67, 건물위","옥상",70.8,338.02,4.77429378531073
"174","경기도 시흥시 호현로 155-4 건물위(대야동)","옥상",29.8,137.6,4.61744966442953
"175","경기도 시흥시 공단3대로 153 건물위(정왕동)","옥상",100,537,5.37
"176","경기도 시흥시 공단3대로 153 건물위(정왕동)","옥상",57.1,323,5.65674255691769
"177","경기도 시흥시 오이도로157번길 24-1 건물위","옥상",19.6,92.58,4.7234693877551
"178","경기도 시흥시 경기과기대로 191, 가동 건물위(정왕동)","옥상",100,444.6,4.446
"179","경기도 시흥시 경기과기대로 191, 가동 건물위","옥상",100,444.6,4.446
"180","경기도 시흥시 공단1대로79번길 47, 1동 건물위","옥상",100,469.04,4.6904
"181","경기도 시흥시 공단1대로79번길 47, 1동 건물위","옥상",100,469.04,4.6904
"182","경기도 시흥시 군자천로21번길 8, 2동 건물위","옥상",99.4,474,4.76861167002012
"183","경기도 시흥시 군자천로21번길 8, 1동 건물위","옥상",99.4,474,4.76861167002012
"184","경기도 시흥시 범안로 390번길 26-19 건물위","옥상",17.9,129.6,7.24022346368715
"185","경기도 시흥시 마유로82번길 110, 건물위","옥상",95.6,445.77,4.66286610878661
"186","경기도 시흥시 마유로82번길 110, 건물위","옥상",95.6,446.3,4.668410041841
"187","경기도 시흥시 공단1대로 196번길 30, 건물위","옥상",96.8,446.71,4.61477272727273
"188","경기도 시흥시 공단1대로 196번길 30, 건물위","옥상",55.7,256.86,4.61149012567325
"189","경기도 시흥시 군자천로81번길 13, 가동 건물위","옥상",100,464.016,4.64016
"190","경기도 시흥시 군자천로81번길 13, 나동 건물위","옥상",100,464.016,4.64016
"191","경기도 시흥시 희망공원로 226, 109호 건물위","옥상",99.6,473.2,4.75100401606426
"192","경기도 시흥시 희망공원로 226, 105호 건물위","옥상",54,256.28,4.74592592592592
"193","경기도 시흥시 희망공원로 226, 104호 건물위","옥상",73.2,347.9,4.75273224043716
"194","경기도 시흥시 희망공원로 226, 102호 건물위","옥상",75,352.34,4.69786666666667
"195","경기도 시흥시 희망공원로 226, 107호 건물위","옥상",54,256.28,4.74592592592592
"196","경기도 시흥시 공단2대로 198 건물위(정왕동)","옥상",98.8,455,4.60526315789474
"197","경기도 시흥시 소망공원로 189 건물위(정왕동)","옥상",100,613,6.13
"198","경기도 시흥시 소망공원로 189 건물위(정왕동)","옥상",100,630,6.3
"199","경기도 시흥시 소망공원로 189 건물위(정왕동)","옥상",100,653,6.53
"200","경기도 시흥시 소망공원로 189 건물위(정왕동)","옥상",100,690,6.9
"201","경기도 시흥시 소망공원로 189 건물위(정왕동)","옥상",100,790,7.9
"202","경기도 시흥시 마유로118번길 91 건물위(정왕동)","옥상",100,772,7.72
"203","경기도 시흥시 시화벤처로 242, A동 건물위(정왕동)","옥상",100,630,6.3
"204","경기도 시흥시 시화벤처로 242, A동 건물위(정왕동)","옥상",100,630,6.3
"205","경기도 시흥시 시화벤처로 242, A동 건물위(정왕동)","옥상",100,630,6.3
"206","경기도 시흥시 시화벤처로 242, A동 건물위(정왕동)","옥상",100,630,6.3
"207","경기도 시흥시 시화벤처로 242, A동 건물위(정왕동)","옥상",100,964,9.64
"208","경기도 시흥시 시화벤처로 242, A동 건물위(정왕동)","옥상",100,964,9.64
"209","경기도 시흥시 시화벤처로 242, A동 건물위(정왕동)","옥상",100,964,9.64
"210","경기도 시흥시 시화벤처로 242, A동 건물위(정왕동)","옥상",100,746,7.46
"211","경기도 시흥시 공단2대로140번길 42 건물위(정왕동)","옥상",100,480.5,4.805
"212","경기도 시흥시 옥터로 58 건물위(정왕동)","옥상",19.6,83.31,4.25051020408163
"213","경기도 시흥시 협력로 144 건물위(정왕동)","옥상",100,481.52,4.8152
"214","경기도 시흥시 시화호수전원2길 13-1 건물위(정왕동)","옥상",19.1,88.23,4.61937172774869
"215","경기도 시흥시 군자천로 123, 1동 건물위(정왕동)","옥상",61.9,629.67,10.1723747980614
"216","경기도 시흥시 군자천로 123, 2동 건물위(정왕동)","옥상",80.9,480,5.93325092707046
"217","경기도 시흥시 마유로92번길 112 건물위(정왕동)","옥상",98,467,4.76530612244898
"218","경기도 시흥시 마유로92번길 112 건물위(정왕동)","옥상",78.1,372,4.76312419974392
"219","경기도 시흥시 군자천로9번길 60 건물위(정왕동)","옥상",99.5,465.756,4.6809648241206
"220","경기도 시흥시 군자천로 219, 102동 건물위(정왕동)","옥상",50,283,5.66
"221","경기도 시흥시 마유로70번길 93, 1,2동 건물위(정왕동)","옥상",99.6,480.96,4.8289156626506
"222","경기도 시흥시 마유로70번길 93, 1동 건물위(정왕동)","옥상",85.2,465.29,5.46115023474178
"223","경기도 시흥시 시화벤처로 296(정왕동)","옥상",98.02,458,4.67251581309937
"224","경기도 시흥시 시화벤처로 296(정왕동)","옥상",98.02,458,4.67251581309937
"225","경기도 시흥시 시화벤처로 296(정왕동)","옥상",98.02,458,4.67251581309937
"226","경기도 시흥시 시화벤처로 296(정왕동)","옥상",98.02,458,4.67251581309937
"227","경기도 시흥시 시화벤처로 296(정왕동)","옥상",98.02,458,4.67251581309937
"228","경기도 시흥시 공단1대로 65(정왕동)","옥상",99.45,433.86,4.36259426847662
"229","경기도 시흥시 공단1대로 65(정왕동)","옥상",99.45,433.86,4.36259426847662
"230","경기도 시흥시 봉화로 193번길 47","옥상",29.76,136.1,4.57325268817204
"231","경기도 시흥시 군자천로131번길 4, A동","옥상",98.6,472.41,4.79117647058824
"232","경기도 시흥시 군자천로131번길 4, A동","옥상",75.4,363,4.81432360742706
"233","경기도 시흥시 마유로238번길 75","옥상",88.74,419.22,4.72413793103448
"234","경기도 시흥시 마유로70번길 19(정왕동)","옥상",99.9,470,4.7047047047047
"235","경기도 시흥시 새우개2길 46(포동)","옥상",96.99,531,5.47479121558924
"236","경기도 시흥시 시화호수전원2길 14-4(정왕동)","옥상",19.68,97,4.92886178861789
"237","경기도 시흥시 월동중앙로 20(월곶동)","옥상",53.6,248,4.62686567164179
"238","경기도 시흥시 마유로 118 건물위(정왕동)","옥상",100,461,4.61
"239","경기도 시흥시 공단2대로 198 건물위(정왕동)","옥상",100,461,4.61
"240","경기도 시흥시 공단2대로 198 건물위(정왕동)","옥상",100,461,4.61
"241","경기도 시흥시 공단2대로 198 건물위(정왕동)","옥상",100,461,4.61
"242","경기도 시흥시 공단2대로 198 건물위(정왕동)","옥상",100,461,4.61
"243","경기도 시흥시 공단1대로196번길 34, 대상엔페이스 (정왕동)","옥상",89.44,550,6.14937388193202
"244","경기도 시흥시 공단1대로196번길 16, 경동정밀 (정왕동)","옥상",99.84,490,4.90785256410256
"245","경기도 시흥시 시화벤처로119번길 8, (주)노마드 (정왕동)","옥상",84.48,463.14,5.48224431818182
"246","경기도 시흥시 시화벤처로119번길 8, (주)노마드 (정왕동)","옥상",99.84,481.66,4.82431891025641
"247","경기도 시흥시 시화벤처로119번길 8, (주)노마드 (정왕동)","옥상",99.84,481.66,4.82431891025641
"248","경기도 시흥시 정왕신길로49번길 53, SK도시공간주유소 (정왕동)","옥상",15.47,75.7,4.89334195216548
"249","경기도 시흥시 시화벤처로 367, A,B동 (정왕동)","옥상",99.84,490,4.90785256410256
"250","경기도 시흥시 시화벤처로 367, A동 (정왕동)","옥상",99.84,490,4.90785256410256
"251","경기도 시흥시 시화벤처로 367, A동 (정왕동)","옥상",99.84,490,4.90785256410256
"252","경기도 시흥시 시화벤처로 367, A동 (정왕동)","옥상",99.84,490,4.90785256410256
"253","경기도 시흥시 시화벤처로 367, A동 (정왕동)","옥상",99.84,490,4.90785256410256
"254","경기도 시흥시 경제로 117, SK시흥2공단주유소 (정왕동)","옥상",50.96,249.5,4.89599686028257
"255","경기도 시흥시 경기과기대로 95, (주)동안산기 (정왕동)","옥상",99.84,508.12,5.08934294871795
"256","경기도 시흥시 경기과기대로 95, (주)동안산기 (정왕동)","옥상",99.84,497.7,4.98497596153846
"257","경기도 시흥시 경기과기대로 95, (주)동안산기 (정왕동)","옥상",99.84,493.28,4.94070512820513
"258","경기도 시흥시 경기과기대로 95, (주)동안산기 (정왕동)","옥상",99.84,492.55,4.93339342948718
"259","경기도 시흥시 경기과기대로 95, (주)동안산기 (정왕동)","옥상",99.84,492.92,4.93709935897436
"260","경기도 시흥시 찬우물2길 21(은행동)","옥상",38.4,184.48,4.80416666666667
"261","경기도 시흥시 만해로 41, 140동 (정왕동)","옥상",90.72,478.41,5.27347883597884
"262","경기도 시흥시 마유로186번길 85, 봉우기업사 (정왕동)","옥상",64.13,311,4.84952440355528
"263","경기도 시흥시 신현로38번길 2(포동)","옥상",40.6,191.8,4.72413793103448
"264","경기도 시흥시 수인로2793번길 65, 한라벤처타운 (도창동)","옥상",52.32,252,4.81651376146789
"265","경기도 시흥시 서해안로 1391-9","옥상",26.22,127,4.84363081617086
"266","경기도 시흥시 서해안로 1391-9","옥상",26.22,127,4.84363081617086
"267","경기도 시흥시 군자천로131번길 42","옥상",93.5,460,4.91978609625668
"268","경기도 시흥시 군자천로131번길 42","옥상",42.5,220,5.17647058823529
"269","경기도 시흥시 산기대학로 193","옥상",97.86,482,4.92540363784999
"270","경기도 시흥시 방골길 32-4","옥상",19.57,95.8,4.89524782830864
"271","경기도 시흥시 금화로 641-34(금이동)","옥상",19.58,240,12.2574055158325
"272","경기도 시흥시 금화로 641-34(금이동)","옥상",99.68,562,5.63804173354735
"273","경기도 시흥시 옥구천서로131번길 15, KCM (정왕동)","옥상",99.18,989.52,9.97701149425287
"274","경기도 시흥시 옥구천서로131번길 15, KCM (정왕동)","옥상",99.18,1954.56,19.7071990320629
"275","경기도 시흥시 수인로2159번길 31-1(조남동)","옥상",19.8,130,6.56565656565657
"276","경기도 시흥시 은행로65번길 21-20(은행동)","옥상",19.89,164,8.24534942182001
"277","경기도 시흥시 다솜마을2길 4, 화신프라자 (정왕동)","옥상",99.51,482,4.8437342980605
"278","경기도 시흥시 엠티브이23로 11, (주)신명유압 (정왕동)","옥상",29.58,190,6.42325895875592
"279","경기도 시흥시 엠티브이23로 11, (주)신명유압 (정왕동)","옥상",29.58,190,6.42325895875592
"280","경기도 시흥시 엠티브이23로 11, (주)신명유압 (정왕동)","옥상",29.58,190,6.42325895875592
"281","경기도 시흥시 공단1대로196번길 34, 대상엔페이스 (정왕동)","옥상",65.52,340,5.18925518925519
"282","경기도 시흥시 공단2대로190번길 36","옥상",98.56,485.74,4.92836850649351
"283","경기도 시흥시 공단2대로190번길 36","옥상",98.56,485.74,4.92836850649351
"284","경기도 시흥시 공단2대로190번길 36","옥상",98.56,485.66,4.92755681818182
"285","경기도 시흥시 공단2대로190번길 36","옥상",70.4,346.94,4.928125
"286","경기도 시흥시 신현로38번길 2","옥상",46.41,297,6.39948287007111
"287","경기도 시흥시 엠티브이23로 21","옥상",99.36,481.22,4.84319645732689
"288","경기도 시흥시 엠티브이23로 21","옥상",99.36,481.22,4.84319645732689
"289","경기도 시흥시 엠티브이23로 21","옥상",99.36,481.22,4.84319645732689
"290","경기도 시흥시 엠티브이23로 21","옥상",29.9,144.81,4.84314381270903
"291","경기도 시흥시 엠티브이23로 21","옥상",29.9,144.81,4.84314381270903
"292","경기도 시흥시 금화로 493-21","옥상",99.19,498.3,5.02369190442585
"293","경기도 광주시 도척면 도척로330번길 11-8","옥상",18,495,27.5
"294","경기도 시흥시 시화호수전원2길 90-5 (정왕동)","옥상",19.92,97.23,4.88102409638554
"295","경기도 시흥시 소래산길 41 (대야동)","옥상",29.6,159.52,5.38918918918919
"296","경기도 시흥시 금화로550번길 38 (금이동)","옥상",15.12,77.86,5.1494708994709
"297","경기도 시흥시 동서로707번길 31-2 (물왕동)","옥상",29.88,148,4.95314591700134
"298","경기도 시흥시 평안상가3길 26","옥상",19.5,103.69,5.3174358974359
"299","경기도 시흥시 서해안로1685번길 41-3","옥상",16.2,80.5,4.96913580246914
