"","대분류","중분류","세분류","면적","비고","Univ_SGG1","Univ_SGG2","Univ_Name","AreaFactor","DensityFactor","CapacityFactor","Units","용량(kW)","연간발전량(kWh)"
"312","건물","경사",NA,185.088012915999,NA,"안산시","단원구","신안산대학교",33,6.6,0.1335,"ratio",9.25440064579995,10822.6513792372
"313","건물","평면",NA,129.436982497,NA,"안산시","단원구","신안산대학교",24.14,6.6,0.1335,"ratio",4.73425569314785,5536.52266290868
"314","주차장","노외",NA,1335.21153836999,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",66.7605769184995,78073.8242831084
"315","건물","평면",NA,3818.91696086999,NA,"안산시","단원구","신안산대학교",24.14,6.6,0.1335,"ratio",139.67978096273,163349.916644674
"316","주차장","노외",NA,1525.75929272,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",76.287964636,89215.7231232166
"317","주차장","노외",NA,767.178676103,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",38.35893380515,44859.2387277707
"318","주차장","노외",NA,1443.93186747,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",72.1965933735,84431.0280865733
"319","주차장","노외",NA,967.325703316,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",48.3662851658,56562.4358499965
"320","주차장","노외",NA,376.028604438,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",18.8014302219,21987.5205873032
"321","주차장","노외",NA,992.279206779999,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",49.613960339,58021.5420580469
"322","주차장","노외",NA,263.02250225,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",13.1511251125,15379.7147740643
"323","주차장","노외",NA,139.857085469999,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",6.99285427349995,8177.86335868725
"324","주차장","노외",NA,678.90256148,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",33.945128074,39697.46947742
"325","건물","경사",NA,324.809771839999,NA,"안산시","단원구","신안산대학교",33,6.6,0.1335,"ratio",16.2404885919999,18992.6017888003
"326","건물","경사",NA,339.723531193999,NA,"안산시","단원구","신안산대학교",33,6.6,0.1335,"ratio",16.9861765597,19864.6540395067
"327","건물","경사",NA,147.993182198,NA,"안산시","단원구","신안산대학교",33,6.6,0.1335,"ratio",7.3996591099,8653.60534266365
"328","건물","경사",NA,308.879928167999,NA,"안산시","단원구","신안산대학교",33,6.6,0.1335,"ratio",15.4439964084,18061.1360397674
"329","건물","평면",NA,376.940219459999,NA,"안산시","단원구","신안산대학교",24.14,6.6,0.1335,"ratio",13.7868740875218,16123.1977703932
"330","주차장","노외",NA,75.58599365,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",3.7792996825,4419.73980669645
"331","주차장","노외",NA,68.7388059647,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",3.436940298235,4019.3642011739
"332","건물","평면",NA,458.623888706,NA,"안산시","단원구","신안산대학교",24.14,6.6,0.1335,"ratio",16.7745161717619,19617.1256822287
"333","건물","평면",NA,1966.42366835,NA,"안산시","단원구","신안산대학교",24.14,6.6,0.1335,"ratio",71.9234353848015,84111.58074511
"334","건물","평면",NA,456.756223663,NA,"안산시","단원구","신안산대학교",24.14,6.6,0.1335,"ratio",16.7062049079164,19537.2383916119
"335","건물","경사",NA,188.395868446,NA,"안산시","단원구","신안산대학교",33,6.6,0.1335,"ratio",9.4197934223,11016.071615643
"336","건물","평면",NA,583.770309408,NA,"안산시","단원구","신안산대학교",24.14,6.6,0.1335,"ratio",21.351841316832,24970.1243463824
"337","건물","평면",NA,568.776356009999,NA,"안산시","단원구","신안산대학교",24.14,6.6,0.1335,"ratio",20.8034261122445,24328.7747012255
"338","건물","경사",NA,425.551564363,NA,"안산시","단원구","신안산대학교",33,6.6,0.1335,"ratio",21.27757821815,24883.2766229977
"339","주차장","노외",NA,166.921543200999,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",8.34607716004995,9760.40339559201
"340","주차장","노외",NA,54.4681107157,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",2.723405535785,3184.91383787913
"341","건물","경사",NA,149.202030403,NA,"안산시","단원구","신안산대학교",33,6.6,0.1335,"ratio",7.46010152015,8724.29032375462
"342","건물","평면",NA,129.169127529999,NA,"안산시","단원구","신안산대학교",24.14,6.6,0.1335,"ratio",4.72445869480936,5525.06546523175
"343","유휴부지","나지",NA,1491.40115407,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",74.5700577035,87206.6996819351
"344","유휴부지","나지",NA,3340.17213536999,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",167.0086067685,195309.885271489
"345","주차장","노외",NA,135.670187314999,NA,"안산시","단원구","신안산대학교",50,10,0.1335,"ratio",6.78350936574995,7933.04286286994
"346","건물","평면",NA,59.9277621369,NA,"안산시","단원구","신안산대학교",24.14,6.6,0.1335,"ratio",2.19190329997692,2563.34323319101
"347","건물","평면",NA,2666.67982076999,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",97.5358346566478,120899.568490301
"348","건물","경사",NA,1471.57998855,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",73.5789994275,91204.1129503634
"349","건물","평면",NA,925.470015557,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",33.8497669326454,41958.1401036913
"350","건물","경사",NA,421.081587872,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",21.0540793936,26097.373571543
"351","건물","평면",NA,2874.16835768,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",105.124885082417,130306.500055059
"352","건물","평면",NA,3895.65062213999,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",142.486372755241,176617.558485032
"353","건물","평면",NA,621.963989459999,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",22.74880409934,28198.0526332959
"354","건물","평면",NA,1278.4482367,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",46.7602127786939,57961.1541477023
"355","건물","평면",NA,318.759537501,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",11.6588715685972,14451.637664139
"356","주차장","노외",NA,117.726220712,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",5.8863110356,7296.31798106763
"357","주차장","노외",NA,137.625282736,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",6.8812641368,8529.60214812907
"358","주차장","노외",NA,111.904664659999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",5.59523323299995,6935.51540163276
"359","주차장","노외",NA,47.8942262668999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",2.39471131334499,2968.34046134366
"360","주차장","노외",NA,62.1506140229,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",3.107530701145,3851.90860529727
"361","건물","경사",NA,633.049027808,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",31.6524513904,39234.4795964564
"362","건물","경사",NA,213.460893859,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",10.67304469295,13229.6658186992
"363","건물","평면",NA,917.421399954999,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",33.5553827195662,41593.2390962111
"364","건물","평면",NA,2703.84883597999,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",98.8953195462984,122584.704390419
"365","건물","평면",NA,627.871892279,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",22.9648901206289,28465.8999001243
"366","건물","복합",NA,5454.65753079,NA,"안성시","대덕면","중앙대학교",16.47,6.6,0.1415,"ratio",136.118499291078,168724.324611262
"367","건물","평면",NA,1440.17360095,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",52.675440495353,65293.3155116099
"368","건물","평면",NA,617.282006621,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",22.5775570300469,27985.7850410243
"369","건물","평면",NA,1028.94277904,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",37.6343616454933,46649.2966340548
"370","건물","경사",NA,2167.60944797999,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",108.380472399,134341.930757456
"371","건물","경사",NA,1215.49417122999,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",60.7747085614995,75332.6822503211
"372","건물","경사",NA,2000.7148411,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",100.035742055,123998.303706855
"373","건물","평면",NA,3057.67645462,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",111.836832749283,138626.227666046
"374","건물","평면",NA,920.338244089999,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",33.6620685035342,41725.4803928708
"375","건물","평면",NA,1622.08455916,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",59.3289716032158,73540.6334610501
"376","건물","경사",NA,459.337484791999,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",22.9668742395999,28468.3592949537
"377","건물","경사",NA,478.734847822999,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",23.9367423911499,29670.549663526
"378","주차장","노외",NA,329.685780942,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",16.4842890471,20432.9356454423
"379","주차장","노외",NA,299.360711997999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",14.9680355998999,18553.4788475
"380","주차장","노외",NA,81.5735444776999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",4.07867722388499,5055.68356609441
"381","주차장","노외",NA,62.2942881545999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",3.11471440772999,3860.81309695764
"382","주차장","노외",NA,317.219005332999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",15.86095026665,19660.2822935233
"383","주차장","노외",NA,180.270963878999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",9.01354819394995,11172.6535283287
"384","주차장","노외",NA,331.622609678999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",16.58113048395,20552.9744800753
"385","주차장","노외",NA,165.08365054,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",8.254182527,10231.3894095176
"386","건물","경사",NA,760.561685904,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",38.0280842952,47137.3316072722
"387","주차장","노외",NA,338.187194722,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",16.9093597361,20959.8277672854
"388","주차장","노외",NA,136.126519064999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",6.80632595324995,8436.71327209144
"389","주차장","노외",NA,206.581926353,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",10.32909631765,12803.3280495799
"390","주차장","노외",NA,185.349822089,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",9.26749110445,11487.42592361
"391","주차장","노외",NA,134.434870343,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",6.72174351715,8331.86995924811
"392","건물","평면",NA,538.796492433,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",19.7068898898979,24427.4782941241
"393","주차장","노외",NA,496.785557846,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",24.8392778923,30789.2785186215
"394","주차장","노외",NA,313.064311373999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",15.6532155686999,19402.7868260263
"395","주차장","노외",NA,374.332212276999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",18.7166106138499,23199.9875202916
"396","주차장","노외",NA,151.836652068,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",7.5918326034,9410.38018521844
"397","기타시설물","광장",NA,337.978883313999,"가능","안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",16.8989441657,20946.9172511517
"398","주차장","노외",NA,151.361847732,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",7.5680923866,9380.95323688617
"399","주차장","노외",NA,65.4866904168,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",3.27433452084,4058.66861196201
"400","주차장","노외",NA,132.73374992,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",6.636687496,8226.43961879184
"401","건물","경사",NA,132.033806013,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",6.60169030065,8183.0591952677
"402","건물","경사",NA,114.667660634,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",5.7333830317,7106.75760311342
"403","건물","경사",NA,92.3716294359,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",4.618581471795,5724.91647754878
"404","건물","경사",NA,325.471373522,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",16.2735686761,20171.739316773
"405","건물","경사",NA,851.927648833,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",42.59638244165,52799.9198917228
"406","주차장","노외",NA,46.2203236422,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",2.31101618211,2864.59699837263
"407","주차장","노외",NA,30.3107043215999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",1.51553521608,1878.5665217398
"408","주차장","노외",NA,36.3815708146999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",1.81907854073499,2254.82061438266
"409","기타시설물","운동장",NA,1530.48421462,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",76.524210731,94854.8201695038
"410","건물","경사",NA,1399.0924258,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",69.95462129,86711.5512738066
"411","건물","경사",NA,206.438815022999,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",10.32194075115,12794.4584386804
"412","주차장","노외",NA,174.133016153,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",8.70665080765,10792.2419421145
"413","주차장","노외",NA,181.040338695,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",9.05201693475,11220.3370713
"414","주차장","노외",NA,163.957405155999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",8.19787025779995,10161.5880993534
"415","건물","경사",NA,515.337809247999,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",25.7668904623999,31939.0914037632
"416","건물","경사",NA,524.311563012999,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",26.21557815065,32495.2577408566
"417","건물","경사",NA,178.715174458,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",8.9357587229,11076.2303673835
"418","건물","경사",NA,254.707353707999,"불가","안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",12.7353676854,15785.9976607607
"419","건물","경사",NA,348.519731157,"불가","안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",17.42598655785,21600.2073779174
"420","건물","평면",NA,541.512346864,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",19.8062243231772,24550.6072975511
"421","주차장","노외",NA,98.1225776213999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",4.90612888107,6081.3429932415
"422","건물","평면",NA,781.282840739999,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",28.5760117810054,35421.1096430275
"423","건물","경사",NA,1381.7168474,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",69.08584237,85634.6650513098
"424","건물","복합",NA,1530.68951603,NA,"안성시","대덕면","중앙대학교",16.47,6.6,0.1415,"ratio",38.1976611045668,47347.5288455548
"425","주차장","노외",NA,304.882281471999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",15.2441140736,18895.6891587901
"426","주차장","노외",NA,18.8084339273,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",0.940421696365,1165.69030951227
"427","주차장","노외",NA,41.9588792059999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",2.09794396029999,2600.48545655026
"428","주차장","노외",NA,145.228364193999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",7.26141820969995,9000.81832765148
"429","주차장","노외",NA,56.0466906819,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",2.802334534095,3473.60574839212
"430","주차장","노외",NA,513.748625729999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",25.6874312865,31840.5985768682
"431","건물","평면",NA,259.316905605999,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",9.48471227474063,11756.680253032
"432","건물","평면",NA,125.619181808999,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",4.59461674071096,5695.21123478087
"433","건물","평면",NA,130.914110499,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",4.78828276885736,5935.26802330946
"434","건물","평면",NA,227.211807802999,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",8.31044400055212,10301.1277564444
"435","건물","경사",NA,567.562324261999,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",28.3781162131,35175.8101707859
"436","주차장","노외",NA,241.947767610999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",12.09738838055,14995.1967932269
"437","건물","평면",NA,774.507648503,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",28.3282039922158,35113.9419765112
"438","건물","평면",NA,386.789130557,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",14.1471054721909,17535.9031169995
"439","건물","평면",NA,881.097551272,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",32.2268104359183,39946.4206077382
"440","주차장","노외",NA,190.726320439,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",9.53631602195,11820.6451618479
"441","건물","경사",NA,523.366808014999,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",26.16834040075,32436.7046603456
"442","건물","평면",NA,483.057334808,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",17.668187973129,21900.4257202123
"443","건물","평면",NA,329.146851941,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",12.0387954634178,14922.5685287249
"444","건물","평면",NA,498.078744957,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",18.2176074291848,22581.4531127718
"445","건물","평면",NA,1216.7841949,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",44.5048037346758,55165.48442128
"446","건물","평면",NA,1440.45775879999,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",52.6858337839875,65306.1984086039
"447","주차장","노외",NA,246.179753527,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",12.30898767635,15257.4825843429
"448","주차장","노외",NA,59.9350551783999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",2.99675275892,3714.59491479169
"449","기타시설물","야외무대",NA,365.347821859,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",18.26739109295,22643.1619553553
"450","건물","경사",NA,316.051301025999,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",15.8025650513,19587.9114836883
"451","건물","경사",NA,316.951439268,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",15.8475719634,19643.6993515128
"452","건물","경사",NA,313.740910401,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",15.68704552005,19444.7204039228
"453","건물","경사",NA,324.239917852,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",16.2119958926,20095.4173887134
"454","건물","경사",NA,317.051737709,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",15.85258688545,19649.9155479907
"455","건물","경사",NA,318.204007864,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",15.9102003932,19721.3297953871
"456","건물","경사",NA,419.257476291999,NA,"안성시","대덕면","중앙대학교",33,6.6,0.1415,"ratio",20.9628738146,25984.3206081492
"457","건물","평면",NA,1943.50341211999,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",71.0851096493584,88112.8368147658
"458","건물","평면",NA,1857.25328887,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",67.9304460504876,84202.5050974214
"459","건물","평면",NA,2242.18065290999,NA,"안성시","대덕면","중앙대학교",24.14,6.6,0.1415,"ratio",82.0094560018896,101654.001092582
"460","주차장","노외",NA,97.2182180504999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",4.860910902525,6025.29350011583
"461","주차장","노외",NA,97.2814963817999,NA,"안성시","대덕면","중앙대학교",50,10,0.1415,"ratio",4.86407481909,6029.21530125481
"462","건물","복합",NA,320.79411583,"가능","안양시","만안구","안양대학교",16.47,6.6,0.1363,"ratio",8.00527134503045,9558.19792271022
"463","건물","평면",NA,1441.53880969,"가능","안양시","만안구","안양대학교",24.14,6.6,0.1363,"ratio",52.7253740392676,62953.463898397
"464","건물","경사",NA,1111.2422552,NA,"안양시","만안구","안양대학교",33,6.6,0.1363,"ratio",55.56211276,66340.4958900869
"465","건물","경사",NA,1121.88535262,NA,"안양시","만안구","안양대학교",33,6.6,0.1363,"ratio",56.094267631,66975.8824202024
"466","건물","평면",NA,537.723051136999,NA,"안양시","만안구","안양대학교",24.14,6.6,0.1363,"ratio",19.6676279612836,23482.911774237
"467","주차장","노외",NA,212.789801269999,NA,"안양시","만안구","안양대학교",50,10,0.1363,"ratio",10.6394900635,12703.4234619382
"468","주차장","노외",NA,263.624914728,NA,"안양시","만안구","안양대학교",50,10,0.1363,"ratio",13.1812457364,15738.2492343128
"469","주차장","노외",NA,111.443230165,NA,"안양시","만안구","안양대학교",50,10,0.1363,"ratio",5.57216150825,6653.0939749124
"470","주차장","노외",NA,126.406386569,NA,"안양시","만안구","안양대학교",50,10,0.1363,"ratio",6.32031932845,7546.38543433736
"471","주차장","노외",NA,368.973757966999,NA,"안양시","만안구","안양대학교",50,10,0.1363,"ratio",18.44868789835,22027.5119663751
"472","건물","경사",NA,361.664322635,NA,"안양시","만안구","안양대학교",33,6.6,0.1363,"ratio",18.08321613175,21591.1430627159
"473","건물","복합",NA,391.28531891,NA,"안양시","만안구","안양대학교",16.47,6.6,0.1363,"ratio",9.76434727643591,11658.5134758972
"474","건물","평면",NA,522.773552178,NA,"안양시","만안구","안양대학교",24.14,6.6,0.1363,"ratio",19.1208387114802,22830.0519714428
"475","건물","평면",NA,151.726196358,NA,"안양시","만안구","안양대학교",24.14,6.6,0.1363,"ratio",5.549500575882,6626.0370935962
"476","건물","평면",NA,132.404462026999,NA,"안양시","만안구","안양대학교",24.14,6.6,0.1363,"ratio",4.84279350504811,5782.23733150539
"477","건물","평면",NA,89.1404130572999,NA,"안양시","만안구","안양대학교",24.14,6.6,0.1363,"ratio",3.2603781381867,3892.85237245726
"478","건물","평면",NA,34.9642782341,NA,"안양시","만안구","안양대학교",24.14,6.6,0.1363,"ratio",1.27884496450178,1526.92554147555
"479","건물","경사",NA,716.465019095999,"불가","안양시","만안구","안양대학교",33,6.6,0.1363,"ratio",35.8232509548,42772.5317610197
"480","건물","평면",NA,172.642433627,NA,"안양시","만안구","안양대학교",24.14,6.6,0.1363,"ratio",6.31452779962997,7539.47041842459
"481","건물","평면",NA,292.302426938999,NA,"안양시","만안구","안양대학교",24.14,6.6,0.1363,"ratio",10.6911827065264,12765.1438574001
"482","건물","평면",NA,194.429933213999,"불가/유리","안양시","만안구","안양대학교",24.14,6.6,0.1363,"ratio",7.11142210270596,8490.95265356569
"483","주차장","노외",NA,111.970403689999,NA,"안양시","만안구","안양대학교",50,10,0.1363,"ratio",5.59852018449995,6684.56591805073
"484","주차장","노외",NA,65.6383397081999,NA,"안양시","만안구","안양대학교",50,10,0.1363,"ratio",3.28191698540999,3918.56949757571
"485","건물","복합",NA,158.804757053,NA,"안양시","만안구","안양대학교",16.47,6.6,0.1363,"ratio",3.96290052827714,4731.65567595656
"486","건물","복합",NA,52.4836573099999,NA,"안양시","만안구","안양대학교",16.47,6.6,0.1363,"ratio",1.30970581196318,1563.77302301429
"487","건물","복합",NA,57.417479911,NA,"안양시","만안구","안양대학교",16.47,6.6,0.1363,"ratio",1.4328271123245,1710.7783781901
"488","건물","복합",NA,200.025743718999,NA,"안양시","만안구","안양대학교",16.47,6.6,0.1363,"ratio",4.99155151371502,5959.85260875757
"489","건물","복합",NA,238.476002400999,NA,"안양시","만안구","안양대학교",16.47,6.6,0.1363,"ratio",5.95106024173402,7105.49451590752
"490","건물","복합",NA,152.310839759,NA,"안양시","만안구","안양대학교",16.47,6.6,0.1363,"ratio",3.80084777398595,4538.16663196594
"491","주차장","노외",NA,39.7753133017,NA,"안양시","만안구","안양대학교",50,10,0.1363,"ratio",1.988765665085,2374.56233892351
"492","주차장","노외",NA,312.912687657999,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",15.6456343829,14802.021776974
"493","주차장","노외",NA,303.779911669999,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",15.1889955835,14370.0049416376
"494","주차장","노외",NA,199.875239673999,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",9.99376198369995,9454.89833753885
"495","주차장","노외",NA,200.944108441999,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",10.0472054220999,9505.46010574032
"496","주차장","노외",NA,301.830962899999,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",15.091548145,14277.8118690216
"497","주차장","노외",NA,145.733867366999,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",7.28669336834995,6893.79486192852
"498","주차장","노외",NA,111.778118422,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",5.5889059211,5287.55211383429
"499","주차장","노외",NA,135.029916222999,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",6.75149581114995,6387.45515701275
"500","주차장","노외",NA,217.176494537999,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",10.8588247269,10273.3168976255
"501","주차장","노외",NA,77.0881644735,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",3.854408223675,3646.57853225444
"502","주차장","노외",NA,206.843245942,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",10.3421622971,9784.51290604037
"503","주차장","노외",NA,131.917362110999,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",6.59586810554995,6240.2188972987
"504","주차장","노외",NA,58.7416357832999,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",2.937081789165,2778.71433909322
"505","주차장","노외",NA,55.9261879064999,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",2.79630939532499,2645.53239272907
"506","주차장","노외",NA,126.282575682,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",6.3141287841,5973.67096006133
"507","주차장","노외",NA,130.346867126,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",6.5173433563,6165.92820252831
"508","주차장","노외",NA,152.073878013,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",7.60369390065,7193.70272552695
"509","주차장","노외",NA,193.786004843,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",9.68930024215,9166.85317309327
"510","주차장","노외",NA,181.406958666,NA,"양주시","경동대학로","경동대학교",50,10,0.108,"ratio",9.0703479333,8581.27477273647
